Business Name,Address,Phone Number,Facility Type,Priority,Previous Facility Type,Previous Priority
HONORHEALTH OUTPATIENT THERAPY SERVICES,"18404 N TATUM BLVD, PHOENIX, AZ 85032-1510",623-683-7033,Hospital,High,Other Medical,Low
HONORHEALTH OUTPATIENT THERAPY SERVICES,"3654 W ANTHEM WAY STE B, ANTHEM, AZ 85086-0455",623-683-7033,Hospital,High,Other Medical,Low
HONORHEALTH OUTPATIENT THERAPY SERVICES,"6220 W BELL RD STE 140, GLENDALE, AZ 85308-3896",602-349-7668,Hospital,High,Other Medical,Low
HONORHEALTH OUTPATIENT THERAPY SERVICES,"6320 W UNION HILLS DR, GLENDALE, AZ 85308-1096",602-331-7897,Hospital,High,Other Medical,Low
HONORHEALTH OUTPATIENT THERAPY SERVICES,"7242 E OSBORN RD STE 2, SCOTTSDALE, AZ 85251-6487",480-583-3190,Hospital,High,Other Medical,Low
HONORHEALTH OUTPATIENT THERAPY SERVICES,"1761 E WARNER RD STE B, TEMPE, AZ 85284-4558",480-882-5694,Hospital,High,Other Medical,Low
HONORHEALTH OUTPATIENT THERAPY SERVICES,"19636 N 27TH AVE, PHOENIX, AZ 85027-4013",602-349-7668,Hospital,High,Other Medical,Low
HONORHEALTH OUTPATIENT THERAPY SERVICES,"33423 N 32ND AVE, PHOENIX, AZ 85085-8874",888-888-8881,Hospital,High,Other Medical,Low
HONORHEALTH PULMONARY HYPERTENSION CLINIC,"9250 N 3RD ST STE 2, PHOENIX, AZ 85020-2437",602-786-0220,Hospital,High,Other Medical,Low
HONORHEALTH RESEARCH AND INNOVATION INSTITUTE,"10510 N 92ND ST, SCOTTSDALE, AZ 85258-4566",480-354-6677,Hospital,High,Other Medical,Low
HONORHEALTH SLEEP HEALTH CENTER,"7301 E 2ND ST STE 1, SCOTTSDALE, AZ 85251-5600",480-587-5600,Hospital,High,Other Medical,Low
HOPE INTERNATIONAL CARE CENTER,"120 N ARIZONA BLVD, COOLIDGE, AZ 85128-4715",520-788-6420,Rehab,High,Other Medical,Low
HUMURA CARE CENTER,"10220 N 31ST AVE STE 205, PHOENIX, AZ 85051-9563",480-427-1767,Rehab,High,Other Medical,Low
INTERMOUNTAIN HEALTH CENTER,"994 S HARRISON RD, TUCSON, AZ 85748-6608",520-721-1887,Hospital,High,Other Medical,Low
INTERMOUNTAIN HEALTH CENTER,"272 & 276 WEST VIEW POINT DRIV, NOGALES, AZ 85621",520-721-1887,Hospital,High,Other Medical,Low
INTERMOUNTAIN HEALTH CENTER,"5055 E BROADWAY BLVD STE C104, TUCSON, AZ 85711-3641",520-721-1887,Hospital,High,Other Medical,Low
"INTERMOUNTAIN HEALTH CENTERS, INC","3716 E COLUMBIA ST STE 12, TUCSON, AZ 85714-3414",520-721-1887,Hospital,High,Other Medical,Low
"INTERMOUNTAIN HEALTH CENTERS, INC","2028 N TREKELL RD STE 102, CASA GRANDE, AZ 85122-1326",520-721-1887,Hospital,High,Other Medical,Low
KRMC SURGICAL SERVICES - HUALAPAI CAMPUS,"3801 SANTA ROSA DR STE 104, KINGMAN, AZ 86401-2311",928-757-0602,Hospital,High,Other Medical,Low
MARANA HEALTH CENTER MAIN,"13395 N MARANA MAIN ST, MARANA, AZ 85653-7008",520-682-4111,Hospital,High,Other Medical,Low
MARANA HEALTH CENTER OB/GYN,"2055 W HOSPITAL DR, TUCSON, AZ 85704-7892",520-797-0011,Hospital,High,Other Medical,Low
MARIPOSA COMMUNITY HEALTH CENTER INC,"3231 N GRAND AVE, NOGALES, AZ 85621-3905",520-761-2128,Hospital,High,Other Medical,Low
"MARIPOSA COMMUNITY HEALTH CENTER, INC.","1852 N MASTICK WAY, NOGALES, AZ 85621-1063",520-761-2128,Hospital,High,Other Medical,Low
"MARIPOSA COMMUNITY HEALTH CENTER, INC.","101 N TAYLOR LN, PATAGONIA, AZ 85624-9600",520-281-1550,Hospital,High,Other Medical,Low
"MARIPOSA COMMUNITY HEALTH CENTER, INC.","1835 N MASTICK WAY, NOGALES, AZ 85621-1064",520-761-2128,Hospital,High,Other Medical,Low
"MARIPOSA COMMUNITY HEALTH CENTER, INC.","1852 N MASTICK WAY, NOGALES, AZ 85621-1063",520-281-1550,Hospital,High,Other Medical,Low
"MARIPOSA COMMUNITY HEALTH CENTER, INC. AT RIO RICO","1103 CIRCULO MERCADO, RIO RICO, AZ 85648-6248",520-281-1550,Hospital,High,Other Medical,Low
MARIPOSA TUBAC REGIONAL HEALTH CENTER,"2239 E FRONTAGE RD, TUBAC, AZ 85646-9997",520-761-2128,Hospital,High,Other Medical,Low
MAYO CLINIC BUILDING - PHOENIX CAMPUS,"5881 E MAYO BLVD, PHOENIX, AZ 85054-4504",480-342-4201,Hospital,High,Other Medical,Low
MAYO CLINIC BUILDING - SCOTTSDALE CAMPUS,"13400 E SHEA BLVD, SCOTTSDALE, AZ 85259-5452",480-342-4201,Hospital,High,Other Medical,Low
MAYO CLINIC PRIMARY CARE - PHOENIX CAMPUS,"5701 E MAYO BLVD, PHOENIX, AZ 85054-4502",480-342-4201,Hospital,High,Other Medical,Low
MENTAL HEALTH CENTER OF AMERICA,"1745 S ALMA SCHOOL RD STE 145, MESA, AZ 85210-3049",602-820-2240,Hospital,High,Other Medical,Low
"MENTAL HEALTH CENTER OF AMERICA, LLC","7600 N 15TH ST, PHOENIX, AZ 85020-4327",602-704-2345,Hospital,High,Other Medical,Low
MHC WESTSIDE HEALTH CENTER,"1707 W SAINT MARYS RD, TUCSON, AZ 85745-2608",520-682-4111,Hospital,High,Other Medical,Low
MOUNTAIN PARK HEALTH CENTER,"140 N LITCHFIELD RD # SUI, GOODYEAR, AZ 85338-1277",602-323-3435,Hospital,High,Other Medical,Low
MOUNTAIN PARK HEALTH CENTER,"1300 N 48TH ST, PHOENIX, AZ 85008-5803",602-323-3345,Hospital,High,Other Medical,Low
MOUNTAIN PARK HEALTH CENTER - ATKINSON,"4222 N 51ST AVE, PHOENIX, AZ 85031-1908",602-323-3345,Hospital,High,Other Medical,Low
MOUNTAIN PARK HEALTH CENTER - BASELINE,"635 E BASELINE RD, PHOENIX, AZ 85042-6551",602-323-3345,Hospital,High,Other Medical,Low
MOUNTAIN PARK HEALTH CENTER - BASELINE WEST,"303 E BASELINE RD, PHOENIX, AZ 85042-6530",602-323-3345,Hospital,High,Other Medical,Low
MOUNTAIN PARK HEALTH CENTER - CHRISTOWN,"5517 N 17TH AVE, PHOENIX, AZ 85015-2516",602-323-3344,Hospital,High,Other Medical,Low
MOUNTAIN PARK HEALTH CENTER - EAST PHOENIX,"3830 E VAN BUREN ST, PHOENIX, AZ 85008-6920",602-243-7277,Hospital,High,Other Medical,Low
MOUNTAIN PARK HEALTH CENTER - GATEWAY,"3830 E VAN BUREN ST, PHOENIX, AZ 85008-6920",602-323-3345,Hospital,High,Other Medical,Low
MOUNTAIN PARK HEALTH CENTER - GLENDALE,"6975 W GLENDALE AVE, GLENDALE, AZ 85303-2611",602-323-3345,Hospital,High,Other Medical,Low
MOUNTAIN PARK HEALTH CENTER - GOODYEAR,"140 N LITCHFIELD RD # SUI, GOODYEAR, AZ 85338-1277",602-323-3345,Hospital,High,Other Medical,Low
MOUNTAIN PARK HEALTH CENTER - MARYVALE CLINIC,"6601 W THOMAS RD, PHOENIX, AZ 85033-5700",602-323-3345,Hospital,High,Other Medical,Low
MOUNTAIN PARK HEALTH CENTER - MARYVALE MODULAR,"6601 W THOMAS RD, PHOENIX, AZ 85033-5700",602-323-3345,Hospital,High,Other Medical,Low
MOUNTAIN PARK HEALTH CENTER - TEMPE CLINIC,"1840 E BROADWAY RD, TEMPE, AZ 85282-1614",602-323-3270,Hospital,High,Other Medical,Low
MOUNTAIN VIEW CARE CENTER,"1313 W MAGEE RD, TUCSON, AZ 85704-3326",520-797-2600,Rehab,High,Other Medical,Low
NACA FAMILY HEALTH CENTER,"1500 E CEDAR AVE, FLAGSTAFF, AZ 86004-1641",928-773-1245,Hospital,High,Other Medical,Low
NAH HEALTH CENTER - CENTRAL FLAGSTAFF OSC,"1895 N JASPER DR STE 2, FLAGSTAFF, AZ 86001-1632",928-214-2752,Hospital,High,Other Medical,Low
NAH HEALTH CENTER - CENTRAL FLAGSTAFF SPECIALTY CL,"1895 N JASPER DR, FLAGSTAFF, AZ 86001-1631",928-214-2752,Hospital,High,Other Medical,Low
NAH HEALTH CENTER- CENTRAL FLAGSTAFF,"1895 N JASPER DR, FLAGSTAFF, AZ 86001-1631",928-913-8800,Hospital,High,Other Medical,Low
NAU CAMPUS HEALTH SERVICES,"824 S SAN FRANCISCO ST, FLAGSTAFF, AZ 86011",928-523-6343,Hospital,High,Other Medical,Low
NHW COMMUNITY HEALTH CENTER,"2423 W DUNLAP AVE, PHOENIX, AZ 85021-2830",602-279-5351,Hospital,High,Other Medical,Low
NOAH CHOLLA HEALTH CENTER,"8705 E MCDOWELL RD, SCOTTSDALE, AZ 85257-3909",623-696-0076,Hospital,High,Other Medical,Low
NOAH COPPERWOOD HEALTH CENTER,"11851 N 51ST AVE, GLENDALE, AZ 85304-2809",623-255-9710,Hospital,High,Other Medical,Low
NOAH COPPERWOOD II HEALTH CENTER,"11851 N 51ST AVE, GLENDALE, AZ 85304-2809",623-633-4156,Hospital,High,Other Medical,Low
NOAH DESERT MISSION HEALTH CENTER,"9015 N 3RD ST, PHOENIX, AZ 85020-2444",623-696-0076,Hospital,High,Other Medical,Low
NOAH MIDTOWN HEALTH CENTER,"4131 N 24TH ST, PHOENIX, AZ 85016-6262",623-696-0076,Hospital,High,Other Medical,Low
NOAH PALOMINO HEALTH CENTER,"16251 N CAVE CREEK RD, PHOENIX, AZ 85032-2976",480-707-8722,Hospital,High,Other Medical,Low
NOAH VENADO VALLEY HEALTH CENTER,"20440 N 27TH AVE, PHOENIX, AZ 85027-3240",623-696-0076,Hospital,High,Other Medical,Low
"OCCUPATIONAL AND URGENT CARE HEALTH CENTERS, LLC","15236 N 59TH AVE, GLENDALE, AZ 85306-3206",602-272-1162,Hospital,High,Other Medical,Low
ORTIZ COMMUNITY HEALTH CENTER,"12635 W RUDASILL RD, TUCSON, AZ 85743-9724",520-682-3777,Hospital,High,Other Medical,Low
PARSONS FAMILY HEALTH CENTER AT CIRCLE THE CIT,"3522 N 3RD AVE, PHOENIX, AZ 85013-3903",602-776-9000,Hospital,High,Other Medical,Low
PHOENIX CHILDREN'S SPECIALTY CARE-ARROWHEAD CAMPUS,"6524 W SACK DR STE 220, GLENDALE, AZ 85308-7549",602-933-1000,Hospital,High,Other Medical,Low
PHOENIX CHILDREN'S SPECIALTY CARE-ARROWHEAD CAMPUS,"6524 W SACK DR STE 11, GLENDALE, AZ 85308-7178",602-933-0930,Hospital,High,Other Medical,Low
PLANNED PARENTHOOD SOUTHERN ARIZONA REGIONAL HEALT,"2255 N WYATT DR, TUCSON, AZ 85712-2150",520-624-1766,Hospital,High,Other Medical,Low
RADIOLOGY LTD ST MARY'S MEDICAL PLAZA,"395 N SILVERBELL RD # SUI, TUCSON, AZ 85745-2675",469-872-4706,Hospital,High,Other Medical,Low
RELIANCE CARE CENTER LLC,"3921 E BASELINE RD, GILBERT, AZ 85234-2727",304-906-7572,Rehab,High,Other Medical,Low
RIVER PEOPLE HEALTH CENTER,"10901 E MCDOWELL RD, SCOTTSDALE, AZ 85256-5300",480-278-7742,Hospital,High,Other Medical,Low
ROOSEVELT HEALTH CENTER,"3146 E WIER AVE, PHOENIX, AZ 85040-2754",480-858-9100,Hospital,High,Other Medical,Low
SANTA CATALINA HEALTH CENTER,"16701 N ORACLE RD, TUCSON, AZ 85739-9102",520-682-1091,Hospital,High,Other Medical,Low
SOJOURNER HEALTH CENTER,"2224 E FILLMORE ST, PHOENIX, AZ 85006-3815",480-222-9294,Hospital,High,Other Medical,Low
SPECTRUM MEDICAL CARE CENTER,"52 E MONTEREY WAY STE A, PHOENIX, AZ 85012-2628",602-604-9500,Rehab,High,Other Medical,Low
SUN HEALTH CENTER FOR HEALTH & WELLBEING,"14719 W GRAND AVE, SURPRISE, AZ 85374-7203",623-471-9355,Hospital,High,Other Medical,Low
SUN LIFE FAMILY HEALTH CENTER,"1864 E FLORENCE BLVD STE 2, CASA GRANDE, AZ 85122-5504",580-640-5810,Hospital,High,Other Medical,Low
SUN LIFE FAMILY HEALTH CENTER,"23 S MCNAB PKWY, SAN MANUEL, AZ 85631-1156",520-385-2234,Hospital,High,Other Medical,Low
SUN LIFE FAMILY HEALTH CENTER,"205 N STUART BLVD, ELOY, AZ 85131-2507",520-836-3446,Hospital,High,Other Medical,Low
SUN LIFE FAMILY HEALTH CENTER,"10032 E SOUTHERN AVE, MESA, AZ 85209-2759",480-351-2850,Hospital,High,Other Medical,Low
SUN LIFE FAMILY HEALTH CENTER,"174 W HIGHWAY 287, FLORENCE, AZ 85132-8170",520-868-5811,Hospital,High,Other Medical,Low
"SUN LIFE FAMILY HEALTH CENTER, INC.","865 N ARIZOLA RD, CASA GRANDE, AZ 85122-6011",520-836-3446,Hospital,High,Other Medical,Low
"SUN LIFE FAMILY HEALTH CENTER, INC.","1040 W AMERICAN AVE, ORACLE, AZ 85623-6089",520-896-2092,Hospital,High,Other Medical,Low
"SUN LIFE FAMILY HEALTH CENTER, INC.","1284 N ARIZONA BLVD, COOLIDGE, AZ 85128-3206",520-723-9131,Hospital,High,Other Medical,Low
"SUN LIFE FAMILY HEALTH CENTER, INC.","44572 W BOWLIN RD, MARICOPA, AZ 85138-4558",520-836-3446,Hospital,High,Other Medical,Low
SUNSET COMMUNITY HEALTH CENTER,"2060 W 24TH ST, YUMA, AZ 85364-6123",928-344-4216,Hospital,High,Other Medical,Low
SUNSET COMMUNITY HEALTH CENTER - SAN LUIS,"815 E CESAR CHAVEZ BLVD, SAN LUIS, AZ 85336",928-627-3822,Hospital,High,Other Medical,Low
"SUNSET COMMUNITY HEALTH CENTER, INC","675 SOUTH AVENUE B, BUILDING, YUMA, AZ 85364",928-819-8999,Hospital,High,Other Medical,Low
"SUNSET COMMUNITY HEALTH CENTER, INC.","115 N SOMERTON AVE, SOMERTON, AZ 85350",928-819-8999,Hospital,High,Other Medical,Low
"SUNSET COMMUNITY HEALTH CENTER, INC.","10425 S WILLIAMS ST, WELLTON, AZ 85356",928-819-8999,Hospital,High,Other Medical,Low
"SUNSET COMMUNITY HEALTH CENTER, INC.","2060 W 24TH ST, YUMA, AZ 85364-6123",928-819-8999,Hospital,High,Other Medical,Low
"THE MARK YOUTH AND FAMILY CARE CAMPUS, INC","4653 E PIMA ST, TUCSON, AZ 85712-3437",520-326-6182,Hospital,High,Other Medical,Low
THE STONE COMMUNITY HEALTH CENTER LLC,"423 N COUNTRY CLUB DR, MESA, AZ 85201-5717",480-276-0689,Hospital,High,Other Medical,Low
TOCA AT BANNER HEALTH GLENDALE,"18700 N 64TH DR, GLENDALE, AZ 85308-7109",602-536-7480,Hospital,High,Other Medical,Low
TOCA AT BANNER HEALTH PHOENIX,"2222 E HIGHLAND AVE # SUI, PHOENIX, AZ 85016-4872",602-483-6165,Hospital,High,Other Medical,Low
TOCA AT BANNER HEALTH SCOTTSDALE,"9377 E BELL RD STE 231, SCOTTSDALE, AZ 85260-1503",602-277-6211,Hospital,High,Other Medical,Low
TOCA AT BANNER HEALTH TEMPE,"5002 S MILL AVE, TEMPE, AZ 85282-6828",602-277-6211,Hospital,High,Other Medical,Low
TRI-STATE COMMUNITY HEALTHCARE CENTER,"8700 S HIGHWAY 95, MOHAVE VALLEY, AZ 86440-8519",928-768-7113,Rehab,High,Other Medical,Low
UNITED COMM HEALTH CENTER AT SAHUARITA HEIGHTS,"2875 E SAHUARITA RD, SAHUARITA, AZ 85629-9434",520-576-5770,Hospital,High,Other Medical,Low
UNITED COMMUNITY HEALTH CENTER - MARIA AUXILIADORA,"17388 W 3RD ST, ARIVACA, AZ 85601-0284",520-407-5500,Hospital,High,Other Medical,Low
UNITED COMMUNITY HEALTH CENTER AT AMADO,"28720 S NOGALES HWY, AMADO, AZ 85645-9997",520-407-5510,Hospital,High,Other Medical,Low
UNITED COMMUNITY HEALTH CENTER AT CONTINENTAL PEDI,"1150 E WHITEHOUSE CANYON RD, GREEN VALLEY, AZ 85614-0560",520-407-5800,Hospital,High,Other Medical,Low
UNITED COMMUNITY HEALTH CENTER AT FREEPORT MCMORAN,"1260 S CAMPBELL AVE, GREEN VALLEY, AZ 85614-0504",520-407-5600,Hospital,High,Other Medical,Low
UNITED COMMUNITY HEALTH CENTER AT LA CANADA PEDIAT,"18857 S LA CANADA DR, SAHUARITA, AZ 85629-7990",520-407-5800,Hospital,High,Other Medical,Low
UNITED COMMUNITY HEALTH CENTER AT LA POSADA,"670 S PARK CENTRE AVE, GREEN VALLEY, AZ 85614-2132",520-648-8900,Hospital,High,Other Medical,Low
UNITED COMMUNITY HEALTH CENTER AT OLD VAIL MIDDLE,"13299 E COLOSSAL CAVE RD, VAIL, AZ 85641-9001",520-407-5600,Hospital,High,Other Medical,Low
UNITED COMMUNITY HEALTH CENTER AT SANTA CRUZ VALLE,"4475 S I 19 FRONTAGE RD, GREEN VALLEY, AZ 85614-6335",520-407-5910,Hospital,High,Other Medical,Low
UNIVERSITY OF ARIZONA CAMPUS HEALTH SERVICE,"1224 E LOWELL ST, TUCSON, AZ 85721-0499",520-621-6489,Hospital,High,Other Medical,Low
URGENT PSYCHIATRIC CARE CENTER,"1201 S 7TH AVE STE 1, PHOENIX, AZ 85007-3913",602-416-7687,Rehab,High,Other Medical,Low
URGENT PSYCHIATRIC CARE CENTER - UPC CLINIC,"1201 S 7TH AVE STE 1, PHOENIX, AZ 85007-3913",602-416-7600,Rehab,High,Other Medical,Low
URGENT PSYCHIATRIC CARE CENTER - UPC OBS,"1201 S 7TH AVE STE 1, PHOENIX, AZ 85007-3913",602-560-1889,Rehab,High,Other Medical,Low
URGENT PSYCHIATRIC CARE CENTER - UPC STIU,"1201 S 7TH AVE STE 1, PHOENIX, AZ 85007-3913",602-560-1889,Rehab,High,Other Medical,Low
VALLEYWISE COMMUNITY HEALTH CENTER - AVONDALE,"950 E VAN BUREN ST, AVONDALE, AZ 85323-1506",623-344-6800,Hospital,High,Other Medical,Low
VALLEYWISE COMMUNITY HEALTH CENTER - AVONDALE FIRS,"950 E VAN BUREN ST, AVONDALE, AZ 85323-1506",623-344-6860,Hospital,High,Other Medical,Low
VALLEYWISE COMMUNITY HEALTH CENTER - CHANDLER,"811 S HAMILTON ST, CHANDLER, AZ 85225-6308",480-344-6100,Hospital,High,Other Medical,Low
VALLEYWISE COMMUNITY HEALTH CENTER - GUADALUPE,"5825 E CALLE GUADALUPE, GUADALUPE, AZ 85283-2664",480-344-6000,Hospital,High,Other Medical,Low
VALLEYWISE COMMUNITY HEALTH CENTER - MCDOWELL,"1101 N CENTRAL AVE STE 2, PHOENIX, AZ 85004-1808",602-344-6557,Hospital,High,Other Medical,Low
VALLEYWISE COMMUNITY HEALTH CENTER - MESA,"950 E MAIN ST, MESA, AZ 85203-8820",480-344-6200,Hospital,High,Other Medical,Low
VALLEYWISE COMMUNITY HEALTH CENTER - MESA BEHAVIOR,"950 E MAIN ST, MESA, AZ 85203-8820",480-344-6270,Hospital,High,Other Medical,Low
VALLEYWISE COMMUNITY HEALTH CENTER - NORTH PHOENIX,"2025 W NORTHERN AVE, PHOENIX, AZ 85021-5157",602-655-6300,Hospital,High,Other Medical,Low
VALLEYWISE COMMUNITY HEALTH CENTER - SOUTH CENTRAL,"33 W TAMARISK ST, PHOENIX, AZ 85041-2422",602-344-6400,Hospital,High,Other Medical,Low
VALLEYWISE COMMUNITY HEALTH CENTER - WEST MARYVAL,"7808 W THOMAS RD, PHOENIX, AZ 85033-5481",602-655-6900,Hospital,High,Other Medical,Low
VALLEYWISE COMMUNITY HEALTH CENTER-MCDWELL DENTAL,"1101 N CENTRAL AVE # SUI, PHOENIX, AZ 85004-1808",602-344-8717,Hospital,High,Other Medical,Low
VALLEYWISE COMMUNITY HEALTH CENTER-SOUTH PHOENIX/L,"5650 S 35TH AVE, PHOENIX, AZ 85041-3531",602-344-6400,Hospital,High,Other Medical,Low
VALLEYWISE COMPREHENSIVE HEALTH CENTER- PHOENIX,"2601 E ROOSEVELT ST, PHOENIX, AZ 85008-4973",602-344-1601,Hospital,High,Other Medical,Low
VALLEYWISE COMPREHENSIVE HEALTH CENTER-PEORIA,"8088 W WHITNEY DR, PEORIA, AZ 85345-6564",623-344-6781,Hospital,High,Other Medical,Low
VALLEYWISE COMPREHENSIVE HEALTH CENTER-PEORIA OUTP,"8088 W WHITNEY DR, PEORIA, AZ 85345-6564",602-655-2330,Hospital,High,Other Medical,Low
VALLEYWISE COMPREHENSIVE HEALTH CENTER-PEORIA SURG,"8088 W WHITNEY DR, PEORIA, AZ 85345-6564",602-655-2340,Hospital,High,Other Medical,Low
WESLEY COMMUNITY AND HEALTH CENTERS,"5845 E STILL CIR STE 1, MESA, AZ 85206-3607",602-257-4323,Hospital,High,Other Medical,Low
WESLEY COMMUNITY AND HEALTH CENTERS INC,"1510 S 19TH DR STE 1, PHOENIX, AZ 85009-6540",602-257-4323,Hospital,High,Other Medical,Low
WESLEY HEALTH CENTER,"1625 N 39TH AVE, PHOENIX, AZ 85009-2149",602-257-4323,Hospital,High,Other Medical,Low
"WESLEY HEALTH CENTER, INC.","1300 S 10TH ST, PHOENIX, AZ 85034-4516",602-257-4323,Hospital,High,Other Medical,Low
WILMOT FAMILY HEALTH CENTER,"899 N WILMOT RD, TUCSON, AZ 85711-1714",520-290-1100,Hospital,High,Other Medical,Low
"WINSLOW INDIAN HEALTH CARE CENTER, INC.","1527 N PARK DR, WINSLOW, AZ 86047-2517",928-289-6239,Rehab,High,Other Medical,Low
WOMEN'S HEALTH CENTER,"151 S OAK AVE STE 3, SAN LUIS, AZ 85336-0756",928-662-0412,Hospital,High,Other Medical,Low
